,names,dates,url
0,Glickstein v. United States,1911-12-04,https://www.courtlistener.com/opinion/97476/glickstein-v-united-states/
1,Knox v. Summers,1806-03-18,https://www.courtlistener.com/opinion/84831/knox-v-summers/
2,Swift & Co. v. United States,1942-05-11,https://www.courtlistener.com/opinion/103674/swift-co-v-united-states/
3,STAFFORD ET UX. v. New Orleans Canal and Banking Company,1855-02-18,https://www.courtlistener.com/opinion/86929/stafford-et-ux-v-new-orleans-canal-and-banking-company/
4,Missouri Pacific R. Co. v. Tucker,1913-06-16,https://www.courtlistener.com/opinion/97965/missouri-pacific-r-co-v-tucker/
5,Near v. Minnesota Ex Rel. Olson,1931-06-01,https://www.courtlistener.com/opinion/101773/near-v-minnesota-ex-rel-olson/
6,Nevada v. Hicks,2001-06-25,https://www.courtlistener.com/opinion/118454/nevada-v-hicks/
7,Welch v. Swasey,1909-05-17,https://www.courtlistener.com/opinion/97036/welch-v-swasey/
8,Provo Bench Canal & Irrigation Co. v. Tanner,1915-12-13,https://www.courtlistener.com/opinion/98581/provo-bench-canal-irrigation-co-v-tanner/
9,Great Northern R. Co. v. Otos,1915-12-13,https://www.courtlistener.com/opinion/98586/great-northern-r-co-v-otos/
10,"Textile MacHine Works v. Louis Hirsch Textile MacHines, Inc.",1938-01-03,https://www.courtlistener.com/opinion/102892/textile-machine-works-v-louis-hirsch-textile-machines-inc/
11,Birdseye v. Schaeffer,1891-04-27,https://www.courtlistener.com/opinion/2620985/birdseye-v-schaeffer/
12,Shaw v. Reno,1993-06-28,https://www.courtlistener.com/opinion/112905/shaw-v-reno/
13,The Ship Octavia .—Nicholls,1816-02-13,https://www.courtlistener.com/opinion/85132/the-ship-octavia-nicholls/
14,Wilko v. Swan,1953-12-07,https://www.courtlistener.com/opinion/105171/wilko-v-swan/
15,United States v. Northern Pacific R. Co.,1894-03-05,https://www.courtlistener.com/opinion/93832/united-states-v-northern-pacific-r-co/
16,Hallinger v. Davis,1892-11-28,https://www.courtlistener.com/opinion/93441/hallinger-v-davis/
17,Butler v. Goreley,1892-12-05,https://www.courtlistener.com/opinion/93440/butler-v-goreley/
18,United States v. Dunnington,1892-12-05,https://www.courtlistener.com/opinion/93443/united-states-v-dunnington/
